POLLINATOR_NAME,PLANT_NAME,Group
Parasyrphus nigritarsis,Salix caprea,Hoverfly
Parasyrphus nigritarsis,Salix cinerea,Hoverfly
Parasyrphus nigritarsis,Salix fragilis,Hoverfly
Parasyrphus nigritarsis,Salix pentandra,Hoverfly
Parasyrphus nigritarsis,Salix repens,Hoverfly
Parasyrphus nigritarsis,Salix viminalis,Hoverfly
Parasyrphus nigritarsis,Taraxacum,Hoverfly
Parasyrphus punctulatus,Alliaria petiolata,Hoverfly
Parasyrphus punctulatus,Allium ursinum,Hoverfly
Parasyrphus punctulatus,Anthriscus sylvestris,Hoverfly
Parasyrphus punctulatus,Caltha palustris,Hoverfly
Parasyrphus punctulatus,Crataegus monogyna,Hoverfly
Parasyrphus punctulatus,Ficaria verna,Hoverfly
Parasyrphus punctulatus,Laurus nobilis,Hoverfly
Parasyrphus punctulatus,Malus sylvestris,Hoverfly
Parasyrphus punctulatus,Mercurialis perennis,Hoverfly
Parasyrphus punctulatus,Prunus avium,Hoverfly
Parasyrphus punctulatus,Prunus cerasifera,Hoverfly
Parasyrphus punctulatus,Prunus cerasus,Hoverfly
Parasyrphus punctulatus,Prunus domestica,Hoverfly
Parasyrphus punctulatus,Prunus laurocerasus,Hoverfly
Parasyrphus punctulatus,Prunus padus,Hoverfly
Parasyrphus punctulatus,Prunus spinosa,Hoverfly
Parasyrphus punctulatus,Ranunculus acris,Hoverfly
Parasyrphus punctulatus,Ranunculus aquatilis,Hoverfly
Parasyrphus punctulatus,Ranunculus bulbosus,Hoverfly
Parasyrphus punctulatus,Ranunculus flammula,Hoverfly
Parasyrphus punctulatus,Ranunculus lingua,Hoverfly
Parasyrphus punctulatus,Ranunculus repens,Hoverfly
Parasyrphus punctulatus,Salix alba,Hoverfly
Parasyrphus punctulatus,Salix aurita,Hoverfly
Parasyrphus punctulatus,Salix caprea,Hoverfly
Parasyrphus punctulatus,Salix cinerea,Hoverfly
Parasyrphus punctulatus,Salix fragilis,Hoverfly
Parasyrphus punctulatus,Salix pentandra,Hoverfly
Parasyrphus punctulatus,Salix repens,Hoverfly
Parasyrphus punctulatus,Salix viminalis,Hoverfly
Parasyrphus punctulatus,Taraxacum,Hoverfly
Parasyrphus vittiger,Allium ursinum,Hoverfly
Parasyrphus vittiger,Caltha palustris,Hoverfly
Parasyrphus vittiger,Equisetum telmateia,Hoverfly
Parasyrphus vittiger,Hyacinthoides non-scripta,Hoverfly
Parasyrphus vittiger,Prunus padus,Hoverfly
Parhelophilus consimilis,Mercurialis perennis,Hoverfly
Parhelophilus consimilis,Salix alba,Hoverfly
Parhelophilus consimilis,Salix aurita,Hoverfly
Parhelophilus consimilis,Salix caprea,Hoverfly
Parhelophilus consimilis,Salix cinerea,Hoverfly
Parhelophilus consimilis,Salix fragilis,Hoverfly
Parhelophilus consimilis,Salix pentandra,Hoverfly
Parhelophilus consimilis,Salix repens,Hoverfly
Parhelophilus consimilis,Salix viminalis,Hoverfly
Parhelophilus frutetorum,Arctium minus,Hoverfly
Parhelophilus frutetorum,Oenanthe crocata,Hoverfly
Parhelophilus frutetorum,Rubus fruticosus,Hoverfly
Parhelophilus frutetorum,Rumex obtusifolius,Hoverfly
Parhelophilus frutetorum,Rumex sanguineus,Hoverfly
Parhelophilus frutetorum,Salix alba,Hoverfly
Parhelophilus frutetorum,Salix aurita,Hoverfly
Parhelophilus frutetorum,Salix caprea,Hoverfly
Parhelophilus frutetorum,Salix cinerea,Hoverfly
Parhelophilus frutetorum,Salix fragilis,Hoverfly
Parhelophilus frutetorum,Salix pentandra,Hoverfly
Parhelophilus frutetorum,Salix repens,Hoverfly
Parhelophilus frutetorum,Salix viminalis,Hoverfly
Parhelophilus frutetorum,Sambucus nigra,Hoverfly
Parhelophilus frutetorum,Torilis japonica,Hoverfly
Parhelophilus versicolor,Anthriscus sylvestris,Hoverfly
Parhelophilus versicolor,Brassica oleracea,Hoverfly
Parhelophilus versicolor,Cirsium acaule,Hoverfly
Parhelophilus versicolor,Cirsium arvense,Hoverfly
Parhelophilus versicolor,Cirsium dissectum,Hoverfly
Parhelophilus versicolor,Cirsium eriophorum,Hoverfly
Parhelophilus versicolor,Cirsium heterophyllum,Hoverfly
Parhelophilus versicolor,Cirsium palustre,Hoverfly
Parhelophilus versicolor,Cirsium tuberosum,Hoverfly
Parhelophilus versicolor,Cirsium vulgare,Hoverfly
Parhelophilus versicolor,Convolvulus arvensis,Hoverfly
Parhelophilus versicolor,Ficaria verna,Hoverfly
Parhelophilus versicolor,Heracleum sphondylium,Hoverfly
Parhelophilus versicolor,Iris pseudacorus,Hoverfly
Parhelophilus versicolor,Oenanthe crocata,Hoverfly
Parhelophilus versicolor,Ranunculus acris,Hoverfly
Parhelophilus versicolor,Ranunculus aquatilis,Hoverfly
Parhelophilus versicolor,Ranunculus bulbosus,Hoverfly
Parhelophilus versicolor,Ranunculus flammula,Hoverfly
Parhelophilus versicolor,Ranunculus lingua,Hoverfly
Parhelophilus versicolor,Ranunculus repens,Hoverfly
Parhelophilus versicolor,Salix alba,Hoverfly
Parhelophilus versicolor,Salix aurita,Hoverfly
Parhelophilus versicolor,Salix caprea,Hoverfly
Parhelophilus versicolor,Salix cinerea,Hoverfly
Parhelophilus versicolor,Salix fragilis,Hoverfly
Parhelophilus versicolor,Salix pentandra,Hoverfly
Parhelophilus versicolor,Salix repens,Hoverfly
Parhelophilus versicolor,Salix viminalis,Hoverfly
Pelecocera tricincta,Hypochaeris radicata,Hoverfly
Pelecocera tricincta,Leontodon hispidus,Hoverfly
Pelecocera tricincta,Leontodon saxatilis,Hoverfly
Pelecocera tricincta,Pulicaria dysenterica,Hoverfly
Pelecocera tricincta,Scorzoneroides autumnalis,Hoverfly
Pelecocera tricincta,Senecio jacobaea,Hoverfly
Pipiza austriaca,Angelica sylvestris,Hoverfly
Pipiza austriaca,Crataegus monogyna,Hoverfly
Pipiza austriaca,Ficaria verna,Hoverfly
Pipiza austriaca,Heracleum sphondylium,Hoverfly
Pipiza austriaca,Prunus padus,Hoverfly
Pipiza austriaca,Pulicaria dysenterica,Hoverfly
Pipiza austriaca,Ranunculus acris,Hoverfly
Pipiza austriaca,Ranunculus aquatilis,Hoverfly
Pipiza austriaca,Ranunculus bulbosus,Hoverfly
Pipiza austriaca,Ranunculus flammula,Hoverfly
Pipiza austriaca,Ranunculus lingua,Hoverfly
Pipiza austriaca,Ranunculus repens,Hoverfly
Pipiza austriaca,Salix alba,Hoverfly
Pipiza austriaca,Salix aurita,Hoverfly
Pipiza austriaca,Salix caprea,Hoverfly
Pipiza austriaca,Salix cinerea,Hoverfly
Pipiza austriaca,Salix fragilis,Hoverfly
Pipiza austriaca,Salix pentandra,Hoverfly
Pipiza austriaca,Salix repens,Hoverfly
Pipiza austriaca,Salix viminalis,Hoverfly
Pipiza austriaca,Silene dioica,Hoverfly
Pipiza austriaca,Silene latifolia,Hoverfly
Pipiza austriaca,Silene uniflora,Hoverfly
Pipiza bimaculata,Anthriscus sylvestris,Hoverfly
Pipiza bimaculata,Ribes nigrum,Hoverfly
Pipiza fenestrata,Angelica sylvestris,Hoverfly
Pipiza fenestrata,Ficaria verna,Hoverfly
Pipiza fenestrata,Ranunculus acris,Hoverfly
Pipiza fenestrata,Ranunculus aquatilis,Hoverfly
Pipiza fenestrata,Ranunculus bulbosus,Hoverfly
Pipiza fenestrata,Ranunculus flammula,Hoverfly
Pipiza fenestrata,Ranunculus lingua,Hoverfly
Pipiza fenestrata,Ranunculus repens,Hoverfly
Pipiza lugubris,Angelica sylvestris,Hoverfly
Pipiza lugubris,Salix alba,Hoverfly
Pipiza lugubris,Salix aurita,Hoverfly
Pipiza lugubris,Salix caprea,Hoverfly
Pipiza lugubris,Salix cinerea,Hoverfly
Pipiza lugubris,Salix fragilis,Hoverfly
Pipiza lugubris,Salix pentandra,Hoverfly
Pipiza lugubris,Salix repens,Hoverfly
Pipiza lugubris,Salix viminalis,Hoverfly
Pipiza luteitarsis,Acer campestre,Hoverfly
Pipiza luteitarsis,Acer platanoides,Hoverfly
Pipiza luteitarsis,Acer pseudoplatanus,Hoverfly
Pipiza luteitarsis,Aesculus hippocastanum,Hoverfly
Pipiza luteitarsis,Ficaria verna,Hoverfly
Pipiza luteitarsis,Laurus nobilis,Hoverfly
Pipiza luteitarsis,Prunus avium,Hoverfly
Pipiza luteitarsis,Prunus cerasifera,Hoverfly
Pipiza luteitarsis,Prunus cerasus,Hoverfly
Pipiza luteitarsis,Prunus domestica,Hoverfly
Pipiza luteitarsis,Prunus laurocerasus,Hoverfly
Pipiza luteitarsis,Prunus padus,Hoverfly
Pipiza luteitarsis,Prunus spinosa,Hoverfly
Pipiza luteitarsis,Rhododendron ponticum,Hoverfly
Pipiza noctiluca,Aesculus hippocastanum,Hoverfly
Pipiza noctiluca,Angelica sylvestris,Hoverfly
Pipiza noctiluca,Anthriscus sylvestris,Hoverfly
Pipiza noctiluca,Centaurium erythraea,Hoverfly
Pipiza noctiluca,Chamaecyparis lawsoniana,Hoverfly
Pipiza noctiluca,Comarum palustre,Hoverfly
Pipiza noctiluca,Euphorbia amygdaloides,Hoverfly
Pipiza noctiluca,Ficaria verna,Hoverfly
Pipiza noctiluca,Heracleum sphondylium,Hoverfly
Pipiza noctiluca,Laurus nobilis,Hoverfly
Pipiza noctiluca,Matricaria discoidea,Hoverfly
Pipiza noctiluca,Matricaria recutita,Hoverfly
Pipiza noctiluca,Mercurialis perennis,Hoverfly
Pipiza noctiluca,Pastinaca sativa,Hoverfly
Pipiza noctiluca,Potentilla anserina,Hoverfly
Pipiza noctiluca,Potentilla erecta,Hoverfly
Pipiza noctiluca,Potentilla fruticosa,Hoverfly
Pipiza noctiluca,Potentilla reptans,Hoverfly
Pipiza noctiluca,Ranunculus acris,Hoverfly
Pipiza noctiluca,Ranunculus aquatilis,Hoverfly
Pipiza noctiluca,Ranunculus bulbosus,Hoverfly
Pipiza noctiluca,Ranunculus flammula,Hoverfly
Pipiza noctiluca,Ranunculus lingua,Hoverfly
Pipiza noctiluca,Ranunculus repens,Hoverfly
Pipiza noctiluca,Salix alba,Hoverfly
Pipiza noctiluca,Salix aurita,Hoverfly
Pipiza noctiluca,Salix caprea,Hoverfly
Pipiza noctiluca,Salix cinerea,Hoverfly
Pipiza noctiluca,Salix fragilis,Hoverfly
Pipiza noctiluca,Salix pentandra,Hoverfly
Pipiza noctiluca,Salix repens,Hoverfly
Pipiza noctiluca,Salix viminalis,Hoverfly
Pipiza noctiluca,Senecio jacobaea,Hoverfly
Pipiza noctiluca,Stellaria holostea,Hoverfly
Pipiza noctiluca,Torilis japonica,Hoverfly
Pipizella viduata,Aegopodium podagraria,Hoverfly
Pipizella viduata,Aesculus hippocastanum,Hoverfly
Pipizella viduata,Angelica sylvestris,Hoverfly
Pipizella viduata,Anthriscus sylvestris,Hoverfly
Pipizella viduata,Crepis vesicaria,Hoverfly
Pipizella viduata,Daucus carota,Hoverfly
Pipizella viduata,Ficaria verna,Hoverfly
Pipizella viduata,Galium album,Hoverfly
Pipizella viduata,Galium aparine,Hoverfly
Pipizella viduata,Galium odoratum,Hoverfly
Pipizella viduata,Galium palustre,Hoverfly
Pipizella viduata,Galium saxatile,Hoverfly
Pipizella viduata,Galium verum,Hoverfly
Pipizella viduata,Helianthemum nummularium,Hoverfly
Pipizella viduata,Heracleum sphondylium,Hoverfly
Pipizella viduata,Leontodon hispidus,Hoverfly
Pipizella viduata,Leontodon saxatilis,Hoverfly
Pipizella viduata,Pastinaca sativa,Hoverfly
Pipizella viduata,Pimpinella saxifraga,Hoverfly
Pipizella viduata,Potentilla erecta,Hoverfly
Pipizella viduata,Potentilla reptans,Hoverfly
Pipizella viduata,Ranunculus acris,Hoverfly
Pipizella viduata,Ranunculus aquatilis,Hoverfly
Pipizella viduata,Ranunculus bulbosus,Hoverfly
Pipizella viduata,Ranunculus flammula,Hoverfly
Pipizella viduata,Ranunculus lingua,Hoverfly
Pipizella viduata,Ranunculus repens,Hoverfly
Pipizella viduata,Rubus fruticosus,Hoverfly
Pipizella viduata,Salix alba,Hoverfly
Pipizella viduata,Salix aurita,Hoverfly
Pipizella viduata,Salix caprea,Hoverfly
Pipizella viduata,Salix cinerea,Hoverfly
Pipizella viduata,Salix fragilis,Hoverfly
Pipizella viduata,Salix pentandra,Hoverfly
Pipizella viduata,Salix repens,Hoverfly
Pipizella viduata,Salix viminalis,Hoverfly
Pipizella viduata,Scorzoneroides autumnalis,Hoverfly
Pipizella viduata,Senecio jacobaea,Hoverfly
Pipizella viduata,Torilis japonica,Hoverfly
Pipizella virens,Angelica sylvestris,Hoverfly
Pipizella virens,Centaurea cyanus,Hoverfly
Pipizella virens,Centaurea nigra,Hoverfly
Pipizella virens,Centaurea scabiosa,Hoverfly
Pipizella virens,Daucus carota,Hoverfly
Pipizella virens,Ficaria verna,Hoverfly
Pipizella virens,Heracleum sphondylium,Hoverfly
Pipizella virens,Ranunculus acris,Hoverfly
Pipizella virens,Ranunculus aquatilis,Hoverfly
Pipizella virens,Ranunculus bulbosus,Hoverfly
Pipizella virens,Ranunculus flammula,Hoverfly
Pipizella virens,Ranunculus lingua,Hoverfly
Pipizella virens,Ranunculus repens,Hoverfly
Pipizella virens,Rubus fruticosus,Hoverfly
Pipizella virens,Salix alba,Hoverfly
Pipizella virens,Salix aurita,Hoverfly
Pipizella virens,Salix caprea,Hoverfly
Pipizella virens,Salix cinerea,Hoverfly
Pipizella virens,Salix fragilis,Hoverfly
Pipizella virens,Salix pentandra,Hoverfly
Pipizella virens,Salix repens,Hoverfly
Pipizella virens,Salix viminalis,Hoverfly
Platycheirus albimanus,Acer campestre,Hoverfly
Platycheirus albimanus,Acer platanoides,Hoverfly
Platycheirus albimanus,Acer pseudoplatanus,Hoverfly
Platycheirus albimanus,Aesculus hippocastanum,Hoverfly
Platycheirus albimanus,Ajuga reptans,Hoverfly
Platycheirus albimanus,Alisma plantago-aquatica,Hoverfly
Platycheirus albimanus,Alliaria petiolata,Hoverfly
Platycheirus albimanus,Allium schoenoprasum,Hoverfly
Platycheirus albimanus,Allium sphaerocephalon,Hoverfly
Platycheirus albimanus,Allium triquetrum,Hoverfly
Platycheirus albimanus,Allium ursinum,Hoverfly
Platycheirus albimanus,Anemone nemorosa,Hoverfly
Platycheirus albimanus,Angelica sylvestris,Hoverfly
Platycheirus albimanus,Anthriscus sylvestris,Hoverfly
Platycheirus albimanus,Arctium minus,Hoverfly
Platycheirus albimanus,Ballota nigra,Hoverfly
Platycheirus albimanus,Bartsia alpina,Hoverfly
Platycheirus albimanus,Bellis perennis,Hoverfly
Platycheirus albimanus,Bryonia dioica,Hoverfly
Platycheirus albimanus,Calluna vulgaris,Hoverfly
Platycheirus albimanus,Caltha palustris,Hoverfly
Platycheirus albimanus,Campanula glomerata,Hoverfly
Platycheirus albimanus,Campanula latifolia,Hoverfly
Platycheirus albimanus,Campanula persicifolia,Hoverfly
Platycheirus albimanus,Campanula rotundifolia,Hoverfly
Platycheirus albimanus,Campanula trachelium,Hoverfly
Platycheirus albimanus,Cardamine pratensis,Hoverfly
Platycheirus albimanus,Carduus crispus,Hoverfly
Platycheirus albimanus,Centaurea cyanus,Hoverfly
Platycheirus albimanus,Centaurea nigra,Hoverfly
Platycheirus albimanus,Centaurea scabiosa,Hoverfly
Platycheirus albimanus,Centranthus ruber,Hoverfly
Platycheirus albimanus,Chaerophyllum temulum,Hoverfly
Platycheirus albimanus,Chamaecyparis lawsoniana,Hoverfly
Platycheirus albimanus,Cirsium acaule,Hoverfly
Platycheirus albimanus,Cirsium arvense,Hoverfly
Platycheirus albimanus,Cirsium dissectum,Hoverfly
Platycheirus albimanus,Cirsium eriophorum,Hoverfly
Platycheirus albimanus,Cirsium heterophyllum,Hoverfly
Platycheirus albimanus,Cirsium palustre,Hoverfly
Platycheirus albimanus,Cirsium tuberosum,Hoverfly
Platycheirus albimanus,Cirsium vulgare,Hoverfly
Platycheirus albimanus,Cochlearia officinalis,Hoverfly
Platycheirus albimanus,Convolvulus arvensis,Hoverfly
Platycheirus albimanus,Crataegus monogyna,Hoverfly
Platycheirus albimanus,Cytisus scoparius,Hoverfly
Platycheirus albimanus,Digitalis purpurea,Hoverfly
Platycheirus albimanus,Epilobium tetragonum,Hoverfly
Platycheirus albimanus,Equisetum telmateia,Hoverfly
Platycheirus albimanus,Erica cinerea,Hoverfly
Platycheirus albimanus,Erica tetralix,Hoverfly
Platycheirus albimanus,Erica vagans,Hoverfly
Platycheirus albimanus,Euphorbia amygdaloides,Hoverfly
Platycheirus albimanus,Euphrasia nemorosa,Hoverfly
Platycheirus albimanus,Euphrasia officinalis,Hoverfly
Platycheirus albimanus,Ficaria verna,Hoverfly
Platycheirus albimanus,Geranium robertianum,Hoverfly
Platycheirus albimanus,Geum rivale,Hoverfly
Platycheirus albimanus,Glechoma hederacea,Hoverfly
Platycheirus albimanus,Hedera helix,Hoverfly
Platycheirus albimanus,Heracleum sphondylium,Hoverfly
Platycheirus albimanus,Hyacinthoides non-scripta,Hoverfly
Platycheirus albimanus,Hypochaeris radicata,Hoverfly
Platycheirus albimanus,Lamiastrum galeobdolon,Hoverfly
Platycheirus albimanus,Lamium album,Hoverfly
Platycheirus albimanus,Lamium maculatum,Hoverfly
Platycheirus albimanus,Lamium purpureum,Hoverfly
Platycheirus albimanus,Lapsana communis,Hoverfly
Platycheirus albimanus,Laurus nobilis,Hoverfly
Platycheirus albimanus,Leontodon hispidus,Hoverfly
Platycheirus albimanus,Leontodon saxatilis,Hoverfly
Platycheirus albimanus,Malus sylvestris,Hoverfly
Platycheirus albimanus,Malva sylvestris,Hoverfly
Platycheirus albimanus,Matricaria discoidea,Hoverfly
Platycheirus albimanus,Matricaria recutita,Hoverfly
Platycheirus albimanus,Medicago lupulina,Hoverfly
Platycheirus albimanus,Mentha aquatica,Hoverfly
Platycheirus albimanus,Mentha arvensis,Hoverfly
Platycheirus albimanus,Mentha spicata,Hoverfly
Platycheirus albimanus,Mentha suaveolens,Hoverfly
Platycheirus albimanus,Mercurialis perennis,Hoverfly
Platycheirus albimanus,Myosotis arvensis,Hoverfly
Platycheirus albimanus,Myosotis scorpioides,Hoverfly
Platycheirus albimanus,Myosoton aquaticum,Hoverfly
Platycheirus albimanus,Odontites vernus,Hoverfly
Platycheirus albimanus,Oenanthe crocata,Hoverfly
Platycheirus albimanus,Origanum vulgare,Hoverfly
Platycheirus albimanus,Pastinaca sativa,Hoverfly
Platycheirus albimanus,Pimpinella saxifraga,Hoverfly
Platycheirus albimanus,Plantago lanceolata,Hoverfly
Platycheirus albimanus,Potentilla erecta,Hoverfly
Platycheirus albimanus,Primula vulgaris,Hoverfly
Platycheirus albimanus,Prunella vulgaris,Hoverfly
Platycheirus albimanus,Prunus avium,Hoverfly
Platycheirus albimanus,Prunus cerasifera,Hoverfly
Platycheirus albimanus,Prunus cerasus,Hoverfly
Platycheirus albimanus,Prunus domestica,Hoverfly
Platycheirus albimanus,Prunus laurocerasus,Hoverfly
Platycheirus albimanus,Prunus padus,Hoverfly
Platycheirus albimanus,Prunus spinosa,Hoverfly
Platycheirus albimanus,Pulicaria dysenterica,Hoverfly
Platycheirus albimanus,Ranunculus acris,Hoverfly
Platycheirus albimanus,Ranunculus aquatilis,Hoverfly
Platycheirus albimanus,Ranunculus bulbosus,Hoverfly
Platycheirus albimanus,Ranunculus flammula,Hoverfly
Platycheirus albimanus,Ranunculus lingua,Hoverfly
Platycheirus albimanus,Ranunculus repens,Hoverfly
Platycheirus albimanus,Rubus fruticosus,Hoverfly
Platycheirus albimanus,Rubus idaeus,Hoverfly
Platycheirus albimanus,Rumex obtusifolius,Hoverfly
Platycheirus albimanus,Rumex sanguineus,Hoverfly
Platycheirus albimanus,Salix alba,Hoverfly
Platycheirus albimanus,Salix aurita,Hoverfly
Platycheirus albimanus,Salix caprea,Hoverfly
Platycheirus albimanus,Salix cinerea,Hoverfly
Platycheirus albimanus,Salix fragilis,Hoverfly
Platycheirus albimanus,Salix pentandra,Hoverfly
Platycheirus albimanus,Salix repens,Hoverfly
Platycheirus albimanus,Salix viminalis,Hoverfly
Platycheirus albimanus,Scorzoneroides autumnalis,Hoverfly
Platycheirus albimanus,Senecio aquaticus,Hoverfly
Platycheirus albimanus,Senecio cineraria,Hoverfly
Platycheirus albimanus,Senecio erucifolius,Hoverfly
Platycheirus albimanus,Senecio jacobaea,Hoverfly
Platycheirus albimanus,Senecio squalidus,Hoverfly
Platycheirus albimanus,Senecio vulgaris,Hoverfly
Platycheirus albimanus,Silene dioica,Hoverfly
Platycheirus albimanus,Silene latifolia,Hoverfly
Platycheirus albimanus,Silene uniflora,Hoverfly
Platycheirus albimanus,Sinapis alba,Hoverfly
Platycheirus albimanus,Sinapis arvensis,Hoverfly
Platycheirus albimanus,Sisymbrium officinale,Hoverfly
Platycheirus albimanus,Solidago virgaurea,Hoverfly
Platycheirus albimanus,Sonchus arvensis,Hoverfly
Platycheirus albimanus,Sonchus asper,Hoverfly
Platycheirus albimanus,Sonchus oleraceus,Hoverfly
Platycheirus albimanus,Sorbus aucuparia,Hoverfly
Platycheirus albimanus,Stachys alpina,Hoverfly
Platycheirus albimanus,Stachys officinalis,Hoverfly
Platycheirus albimanus,Stachys palustris,Hoverfly
Platycheirus albimanus,Stachys sylvatica,Hoverfly
Platycheirus albimanus,Stellaria graminea,Hoverfly
Platycheirus albimanus,Stellaria holostea,Hoverfly
Platycheirus albimanus,Stellaria media,Hoverfly
Platycheirus albimanus,Stellaria nemorum,Hoverfly
Platycheirus albimanus,Succisa pratensis,Hoverfly
Platycheirus albimanus,Taraxacum,Hoverfly
Platycheirus albimanus,Torilis japonica,Hoverfly
Platycheirus albimanus,Trifolium campestre,Hoverfly
Platycheirus albimanus,Trifolium dubium,Hoverfly
Platycheirus albimanus,Trifolium hybridum,Hoverfly
Platycheirus albimanus,Trifolium medium,Hoverfly
Platycheirus albimanus,Trifolium occidentale,Hoverfly
Platycheirus albimanus,Trifolium pratense,Hoverfly
Platycheirus albimanus,Trifolium repens,Hoverfly
Platycheirus albimanus,Tripleurospermum inodorum,Hoverfly
Platycheirus albimanus,Tussilago farfara,Hoverfly
Platycheirus albimanus,Veronica beccabunga,Hoverfly
Platycheirus albimanus,Veronica chamaedrys,Hoverfly
Platycheirus albimanus,Veronica officinalis,Hoverfly
Platycheirus albimanus,Veronica persica,Hoverfly
Platycheirus albimanus,Veronica spicata,Hoverfly
Platycheirus albimanus,Vicia cracca,Hoverfly
Platycheirus albimanus,Vicia faba,Hoverfly
Platycheirus albimanus,Vicia lutea,Hoverfly
Platycheirus albimanus,Vicia sativa,Hoverfly
Platycheirus albimanus,Vicia sepium,Hoverfly
Platycheirus albimanus,Vicia sylvatica,Hoverfly
Platycheirus albimanus,Vicia villosa,Hoverfly
Platycheirus ambiguus,Hedera helix,Hoverfly
Platycheirus ambiguus,Malus sylvestris,Hoverfly
Platycheirus ambiguus,Prunus avium,Hoverfly
Platycheirus ambiguus,Prunus spinosa,Hoverfly
Platycheirus ambiguus,Salix alba,Hoverfly
Platycheirus ambiguus,Salix aurita,Hoverfly
Platycheirus ambiguus,Salix caprea,Hoverfly
Platycheirus ambiguus,Salix cinerea,Hoverfly
Platycheirus ambiguus,Salix fragilis,Hoverfly
Platycheirus ambiguus,Salix pentandra,Hoverfly
Platycheirus ambiguus,Salix repens,Hoverfly
Platycheirus ambiguus,Salix viminalis,Hoverfly
Platycheirus amplus,Ficaria verna,Hoverfly
Platycheirus amplus,Ranunculus acris,Hoverfly
Platycheirus amplus,Ranunculus aquatilis,Hoverfly
Platycheirus amplus,Ranunculus bulbosus,Hoverfly
Platycheirus amplus,Ranunculus flammula,Hoverfly
Platycheirus amplus,Ranunculus lingua,Hoverfly
Platycheirus amplus,Ranunculus repens,Hoverfly
Platycheirus angustatus,Achillea ptarmica,Hoverfly
Platycheirus angustatus,Aesculus hippocastanum,Hoverfly
Platycheirus angustatus,Angelica sylvestris,Hoverfly
Platycheirus angustatus,Calluna vulgaris,Hoverfly
Platycheirus angustatus,Centaurea cyanus,Hoverfly
Platycheirus angustatus,Centaurea nigra,Hoverfly
Platycheirus angustatus,Centaurea scabiosa,Hoverfly
Platycheirus angustatus,Cirsium acaule,Hoverfly
Platycheirus angustatus,Cirsium arvense,Hoverfly
Platycheirus angustatus,Cirsium dissectum,Hoverfly
Platycheirus angustatus,Cirsium eriophorum,Hoverfly
Platycheirus angustatus,Cirsium heterophyllum,Hoverfly
Platycheirus angustatus,Cirsium palustre,Hoverfly
Platycheirus angustatus,Cirsium tuberosum,Hoverfly
Platycheirus angustatus,Cirsium vulgare,Hoverfly
Platycheirus angustatus,Eupatorium cannabinum,Hoverfly
Platycheirus angustatus,Ficaria verna,Hoverfly
Platycheirus angustatus,Lycopus europaeus,Hoverfly
Platycheirus angustatus,Myosotis arvensis,Hoverfly
Platycheirus angustatus,Myosotis scorpioides,Hoverfly
Platycheirus angustatus,Plantago lanceolata,Hoverfly
Platycheirus angustatus,Ranunculus acris,Hoverfly
Platycheirus angustatus,Ranunculus aquatilis,Hoverfly
Platycheirus angustatus,Ranunculus bulbosus,Hoverfly
Platycheirus angustatus,Ranunculus flammula,Hoverfly
Platycheirus angustatus,Ranunculus lingua,Hoverfly
Platycheirus angustatus,Ranunculus repens,Hoverfly
Platycheirus angustatus,Rubus fruticosus,Hoverfly
Platycheirus angustatus,Salix alba,Hoverfly
Platycheirus angustatus,Salix aurita,Hoverfly
Platycheirus angustatus,Salix caprea,Hoverfly
Platycheirus angustatus,Salix cinerea,Hoverfly
Platycheirus angustatus,Salix fragilis,Hoverfly
Platycheirus angustatus,Salix pentandra,Hoverfly
Platycheirus angustatus,Salix repens,Hoverfly
Platycheirus angustatus,Salix viminalis,Hoverfly
Platycheirus angustatus,Taraxacum,Hoverfly
Platycheirus angustatus,Torilis japonica,Hoverfly
Platycheirus angustatus,Ulex europaeus,Hoverfly
Platycheirus clypeatus,Aesculus hippocastanum,Hoverfly
Platycheirus clypeatus,Angelica sylvestris,Hoverfly
Platycheirus clypeatus,Anthriscus sylvestris,Hoverfly
Platycheirus clypeatus,Centaurea nigra,Hoverfly
Platycheirus clypeatus,Centranthus ruber,Hoverfly
Platycheirus clypeatus,Cirsium acaule,Hoverfly
Platycheirus clypeatus,Cirsium arvense,Hoverfly
Platycheirus clypeatus,Cirsium dissectum,Hoverfly
Platycheirus clypeatus,Cirsium eriophorum,Hoverfly
Platycheirus clypeatus,Cirsium heterophyllum,Hoverfly
Platycheirus clypeatus,Cirsium palustre,Hoverfly
Platycheirus clypeatus,Cirsium tuberosum,Hoverfly
Platycheirus clypeatus,Cirsium vulgare,Hoverfly
Platycheirus clypeatus,Equisetum telmateia,Hoverfly
Platycheirus clypeatus,Ficaria verna,Hoverfly
Platycheirus clypeatus,Hedera helix,Hoverfly
Platycheirus clypeatus,Leontodon hispidus,Hoverfly
Platycheirus clypeatus,Leontodon saxatilis,Hoverfly
Platycheirus clypeatus,Lotus corniculatus,Hoverfly
Platycheirus clypeatus,Medicago lupulina,Hoverfly
Platycheirus clypeatus,Mentha aquatica,Hoverfly
Platycheirus clypeatus,Mentha arvensis,Hoverfly
Platycheirus clypeatus,Mentha spicata,Hoverfly
Platycheirus clypeatus,Mentha suaveolens,Hoverfly
Platycheirus clypeatus,Menyanthes trifoliata,Hoverfly
Platycheirus clypeatus,Myrica gale,Hoverfly
Platycheirus clypeatus,Pastinaca sativa,Hoverfly
Platycheirus clypeatus,Persicaria maculosa,Hoverfly
Platycheirus clypeatus,Plantago lanceolata,Hoverfly
Platycheirus clypeatus,Pulicaria dysenterica,Hoverfly
Platycheirus clypeatus,Ranunculus acris,Hoverfly
